
Summary,R1
2045,3302.89,3199.11,3336.93,3260.83,3892.9,3723.26,3533.97,3424.1
2046,3348.51,3243.3,3383.02,3305.86,3946.67,3774.68,3582.78,3471.39
2047,3394.11,3287.47,3429.09,3350.88,4000.42,3826.09,3631.57,3518.67
2048,3439.73,3331.65,3475.18,3395.92,4054.18,3877.51,3680.38,3565.96
2049,3485.33,3375.82,3521.25,3440.94,4107.93,3928.92,3729.17,3613.24
2050,3530.95,3420,3567.34,3485.98,4161.69,3980.34,3777.98,3660.53
2051,3576.56,3464.19,3613.42,3531.01,4215.46,4031.76,3826.79,3707.82
2052,3622.17,3508.36,3659.49,3576.03,4269.21,4083.17,3875.58,3755.09
2053,3667.78,3552.54,3705.58,3621.07,4322.97,4134.59,3924.39,3802.38
2054,3713.38,3596.71,3751.65,3666.09,4376.72,4186,3973.18,3849.66
2055,3759,3640.89,3797.74,3711.13,4430.49,4237.42,4021.99,3896.95
2056,3804.62,3685.07,3843.83,3756.16,4484.25,4288.84,4070.8,3944.24
2057,3850.22,3729.24,3889.9,3801.18,4538,4340.25,4119.59,3991.52
2058,3895.83,3773.43,3935.98,3846.22,4591.76,4391.67,4168.4,4038.81
2059,3941.44,3817.6,3982.06,3891.24,4645.51,4443.08,4217.19,4086.08
2060,3987.05,3861.78,4028.14,3936.28,4699.28,4494.5,4266,4133.37
2061,4032.67,3905.96,4074.23,3981.31,4753.04,4545.92,4314.8,4180.66
2062,4078.27,3950.13,4120.3,4026.33,4806.79,4597.33,4363.6,4227.94
2063,4123.89,3994.32,4166.39,4071.37,4860.56,4648.75,4412.41,4275.23
2064,4169.49,4038.49,4212.46,4116.39,4914.31,4700.15,4461.2,4322.51
2065,4215.11,4082.67,4258.55,4161.43,4968.07,4751.58,4510.01,4369.8
2066,4260.72,4126.85,4304.63,4206.46,5021.83,4803,4558.81,4417.09
2067,4306.33,4171.02,4350.71,4251.48,5075.58,4854.41,4607.61,4464.36
2068,4351.94,4215.2,4396.79,4296.52,5129.35,4905.83,4656.41,4511.65
2069,4397.55,4259.37,4442.87,4341.54,5183.1,4957.23,4705.21,4558.93
2070,4443.16,4303.56,4488.95,4386.58,5236.86,5008.66,4754.02,4606.22

TotalAnnualCapacity (Capacity Units)
,TRANSMISSION,MINE_WATER,HYDRO,MINE_FOSSIL,FOSSIL
2020,646.611,11274.1,325,25355.8,325
2021,660.25,11048.6,318.5,26943.5,341.75
2022,673.885,10823.2,312,28531,361.885
2023,687.524,10597.7,305.5,30118.8,382.024
2024,701.159,10372.2,299,31706.2,402.159
2025,714.798,10146.7,292.5,33294,422.298
2026,728.437,9921.23,286,34881.7,442.437
2027,742.072,9695.74,279.5,36469.2,462.572
2028,755.711,9470.26,273,38056.9,482.71
2029,769.346,9244.78,266.5,39644.4,502.846
2030,782.984,9019.3,260,41232.1,522.984
2031,796.623,8793.81,253.5,42819.8,543.123
2032,810.258,8568.33,247,44407.3,563.258
2033,823.897,8342.85,240.5,45995,583.397
2034,837.532,8117.37,234,47582.5,603.532
2035,851.171,7891.88,227.5,49170.2,623.671
2036,864.81,7666.4,221,50758,643.81
2037,878.445,7440.92,214.5,52345.4,663.945
2038,892.084,7215.44,208,53933.2,684.084
2039,905.719,6989.95,201.5,55520.6,704.219
2040,919.358,6764.47,195,57108.4,724.358
2041,932.997,6538.99,188.5,58696.1,744.497
2042,946.632,6313.51,182,60283.6,764.632
2043,960.271,6088.02,175.5,61871.3,784.771
2044,973.906,5862.54,169,63458.8,804.906
2045,987.545,5637.06,162.5,65046.5,825.045
2046,1001.18,5411.58,156,66634.3,845.184
2047,1014.82,5186.1,149.5,68221.7,865.319
2048,1028.46,4960.61,143,69809.5,885.458
2049,1042.09,4735.13,136.5,71396.9,905.593
2050,1055.73,4509.65,130,72984.7,925.732
2051,1069.37,4284.17,123.5,74572.4,945.87
2052,1083.01,4058.68,117,76159.9,966.006
2053,1096.64,3833.2,110.5,77747.6,986.144
2054,1110.28,3607.72,104,79335.1,1006.28
2055,1123.92,3382.24,97.5,80922.8,1026.42
2056,1137.56,3156.75,91,82510.6,1046.56
2057,1151.19,2931.27,84.5,84098,1066.69
2058,1164.83,2705.79,78,85685.8,1086.83
2059,1178.47,2480.31,71.5,87273.2,1106.97
2060,1192.11,2254.82,65,88861,1127.11
2061,1205.74,2029.34,58.5,90448.7,1147.24
2062,1219.38,1803.86,52,92036.2,1167.38
2063,1233.02,1578.38,45.5,93623.9,1187.52
2064,1246.65,1352.89,39,95211.4,1207.65
2065,1260.29,1127.41,32.5,96799.1,1227.79
2066,1273.93,901.93,26,98386.9,1247.93
2067,1287.57,676.447,19.5,99974.3,1268.07
2068,1301.2,450.965,13,101562,1288.2
2069,1314.84,225.482,6.5,103150,1308.34
2070,1328.48,0,0,104737,1328.48

NewCapacity (Capacity Units )

,TRANSMISSION,MINE_WATER,HYDRO,MINE_FOSSIL,FOSSIL
2020,646.611,11274.1,0,25355.8,0
2021,660.25,11048.6,0,26943.5,27.5827
2022,673.885,10823.2,0,28531,30.9682
2023,687.524,10597.7,0,30118.8,30.9718
2024,701.159,10372.2,0,31706.2,30.9682
2025,714.798,10146.7,0,33294,30.9718
2026,728.437,9921.23,0,34881.7,30.9718
2027,742.072,9695.74,0,36469.2,30.9682
2028,755.711,9470.26,0,38056.9,30.9718
2029,769.346,9244.78,0,39644.4,30.9682
2030,782.984,9019.3,0,41232.1,30.9718
2031,796.623,8793.81,0,42819.8,30.9718
2032,810.258,8568.33,0,44407.3,30.9682
2033,823.897,8342.85,0,45995,30.9718
2034,837.532,8117.37,0,47582.5,30.9682
2035,851.171,7891.88,0,49170.2,30.9718
2036,864.81,7666.4,0,50758,30.9718
2037,878.445,7440.92,0,52345.4,30.9682
2038,892.084,7215.44,0,53933.2,30.9718
2039,905.719,6989.95,0,55520.6,30.9682
2040,919.358,6764.47,0,57108.4,30.9718
2041,932.997,6538.99,0,58696.1,30.9718
2042,946.632,6313.51,0,60283.6,30.9682
2043,960.271,6088.02,0,61871.3,30.9718
2044,973.906,5862.54,0,63458.8,30.9682
2045,987.545,5637.06,0,65046.5,30.9718
2046,1001.18,5411.58,0,66634.3,30.9718
2047,1014.82,5186.1,0,68221.7,30.9682
2048,1028.46,4960.61,0,69809.5,30.9718
2049,1042.09,4735.13,0,71396.9,30.9682
2050,1055.73,4509.65,0,72984.7,30.9718
2051,1069.37,4284.17,0,74572.4,47.7315
2052,1083.01,4058.68,0,76159.9,51.1034
2053,1096.64,3833.2,0,77747.6,51.1106
2054,1110.28,3607.72,0,79335.1,51.1034
2055,1123.92,3382.24,0,80922.8,51.1106
2056,1137.56,3156.75,0,82510.6,51.1106
2057,1151.19,2931.27,0,84098,51.1034
2058,1164.83,2705.79,0,85685.8,51.1106
2059,1178.47,2480.31,0,87273.2,51.1034
2060,1192.11,2254.82,0,88861,51.1106
2061,1205.74,2029.34,0,90448.7,51.1106
2062,1219.38,1803.86,0,92036.2,51.1034
2063,1233.02,1578.38,0,93623.9,51.1106
2064,1246.65,1352.89,0,95211.4,51.1034
2065,1260.29,1127.41,0,96799.1,51.1106
2066,1273.93,901.93,0,98386.9,51.1106
2067,1287.57,676.447,0,99974.3,51.1034
2068,1301.2,450.965,0,101562,51.1106
2069,1314.84,225.482,0,103150,51.1034
2070,1328.48,0,0,104737,51.1106


Annual Production (Energy Units)
,R1
TRANSMISSION,WATER,FOSSIL_FUEL,ELC_01,ELC_02
2020,0,0,0,18120
2021,0,0,0,18502.2
2022,0,0,0,18884.3
2023,0,0,0,19266.5
2024,0,0,0,19648.6
2025,0,0,0,20030.8
2026,0,0,0,20413
2027,0,0,0,20795.1
2028,0,0,0,21177.3
2029,0,0,0,21559.4
2030,0,0,0,21941.6
2031,0,0,0,22323.8
2032,0,0,0,22705.9
2033,0,0,0,23088.1
2034,0,0,0,23470.2
2035,0,0,0,23852.4
2036,0,0,0,24234.6
2037,0,0,0,24616.7
2038,0,0,0,24998.9
2039,0,0,0,25381
2040,0,0,0,25763.2
2041,0,0,0,26145.4
2042,0,0,0,26527.5
2043,0,0,0,26909.7
2044,0,0,0,27291.8
2045,0,0,0,27674
2046,0,0,0,28056.2
2047,0,0,0,28438.3
2048,0,0,0,28820.5
2049,0,0,0,29202.6
2050,0,0,0,29584.8
2051,0,0,0,29967
2052,0,0,0,30349.1
2053,0,0,0,30731.3
2054,0,0,0,31113.4
2055,0,0,0,31495.6
2056,0,0,0,31877.8
2057,0,0,0,32259.9
2058,0,0,0,32642.1
2059,0,0,0,33024.2
2060,0,0,0,33406.4
2061,0,0,0,33788.6
2062,0,0,0,34170.7
2063,0,0,0,34552.9
2064,0,0,0,34935
2065,0,0,0,35317.2
2066,0,0,0,35699.4
2067,0,0,0,36081.5
2068,0,0,0,36463.7
2069,0,0,0,36845.8
2070,0,0,0,37228

MINE_WATER,WATER,FOSSIL_FUEL,ELC_01,ELC_02
2020,11274.1,0,0,0
2021,11048.6,0,0,0
2022,10823.2,0,0,0
2023,10597.7,0,0,0
2024,10372.2,0,0,0
2025,10146.7,0,0,0
2026,9921.23,0,0,0
2027,9695.74,0,0,0
2028,9470.26,0,0,0
2029,9244.78,0,0,0
2030,9019.3,0,0,0
2031,8793.81,0,0,0
2032,8568.33,0,0,0
2033,8342.85,0,0,0
2034,8117.37,0,0,0
2035,7891.88,0,0,0
2036,7666.4,0,0,0
2037,7440.92,0,0,0
2038,7215.44,0,0,0
2039,6989.95,0,0,0
2040,6764.47,0,0,0
2041,6538.99,0,0,0
2042,6313.51,0,0,0
2043,6088.02,0,0,0
2044,5862.54,0,0,0
2045,5637.06,0,0,0
2046,5411.58,0,0,0
2047,5186.1,0,0,0
2048,4960.61,0,0,0
2049,4735.13,0,0,0
2050,4509.65,0,0,0
2051,4284.17,0,0,0
2052,4058.68,0,0,0
2053,3833.2,0,0,0
2054,3607.72,0,0,0
2055,3382.24,0,0,0
2056,3156.75,0,0,0
2057,2931.27,0,0,0
2058,2705.79,0,0,0
2059,2480.31,0,0,0
2060,2254.82,0,0,0
2061,2029.34,0,0,0
2062,1803.86,0,0,0
2063,1578.38,0,0,0
2064,1352.89,0,0,0
2065,1127.41,0,0,0
2066,901.93,0,0,0
2067,676.447,0,0,0
2068,450.965,0,0,0
2069,225.482,0,0,0
2070,0,0,0,0

HYDRO,WATER,FOSSIL_FUEL,ELC_01,ELC_02
2020,0,0,10249.2,0
2021,0,0,10044.2,0
2022,0,0,9839.23,0
2023,0,0,9634.25,0
2024,0,0,9429.26,0
2025,0,0,9224.28,0
2026,0,0,9019.3,0
2027,0,0,8814.31,0
2028,0,0,8609.33,0
2029,0,0,8404.34,0
2030,0,0,8199.36,0
2031,0,0,7994.38,0
2032,0,0,7789.39,0
2033,0,0,7584.41,0
2034,0,0,7379.42,0
2035,0,0,7174.44,0
2036,0,0,6969.46,0
2037,0,0,6764.47,0
2038,0,0,6559.49,0
2039,0,0,6354.5,0
2040,0,0,6149.52,0
2041,0,0,5944.54,0
2042,0,0,5739.55,0
2043,0,0,5534.57,0
2044,0,0,5329.58,0
2045,0,0,5124.6,0
2046,0,0,4919.62,0
2047,0,0,4714.63,0
2048,0,0,4509.65,0
2049,0,0,4304.66,0
2050,0,0,4099.68,0
2051,0,0,3894.7,0
2052,0,0,3689.71,0
2053,0,0,3484.73,0
2054,0,0,3279.74,0
2055,0,0,3074.76,0
2056,0,0,2869.78,0
2057,0,0,2664.79,0
2058,0,0,2459.81,0
2059,0,0,2254.82,0
2060,0,0,2049.84,0
2061,0,0,1844.86,0
2062,0,0,1639.87,0
2063,0,0,1434.89,0
2064,0,0,1229.9,0
2065,0,0,1024.92,0
2066,0,0,819.936,0
2067,0,0,614.952,0
2068,0,0,409.968,0
2069,0,0,204.984,0
2070,0,0,0,0

MINE_FOSSIL,WATER,FOSSIL_FUEL,ELC_01,ELC_02
2020,0,19677,0,0
2021,0,21145,0,0
2022,0,22612.7,0,0
2023,0,24080.6,0,0
2024,0,25548.3,0,0
2025,0,27016.3,0,0
2026,0,28484.3,0,0
2027,0,29952,0,0
2028,0,31419.9,0,0
2029,0,32887.6,0,0
2030,0,34355.6,0,0
2031,0,35823.6,0,0
2032,0,37291.3,0,0
2033,0,38759.2,0,0
2034,0,40226.9,0,0
2035,0,41694.9,0,0
2036,0,43162.9,0,0
2037,0,44630.6,0,0
2038,0,46098.5,0,0
2039,0,47566.2,0,0
2040,0,49034.2,0,0
2041,0,50502.2,0,0
2042,0,51969.9,0,0
2043,0,53437.8,0,0
2044,0,54905.5,0,0
2045,0,56373.5,0,0
2046,0,57841.5,0,0
2047,0,59309.2,0,0
2048,0,60777.1,0,0
2049,0,62244.8,0,0
2050,0,63712.8,0,0
2051,0,65180.8,0,0
2052,0,66648.5,0,0
2053,0,68116.4,0,0
2054,0,69584.1,0,0
2055,0,71052.1,0,0
2056,0,72520.1,0,0
2057,0,73987.8,0,0
2058,0,75455.7,0,0
2059,0,76923.4,0,0
2060,0,78391.4,0,0
2061,0,79859.4,0,0
2062,0,81327.1,0,0
2063,0,82795,0,0
2064,0,84262.7,0,0
2065,0,85730.7,0,0
2066,0,87198.7,0,0
2067,0,88666.4,0,0
2068,0,90134.3,0,0
2069,0,91602,0,0
2070,0,93070,0,0

FOSSIL,WATER,FOSSIL_FUEL,ELC_01,ELC_02
2020,0,0,7870.8,0
2021,0,0,8457.98,0
2022,0,0,9045.07,0
2023,0,0,9632.25,0
2024,0,0,10219.3,0
2025,0,0,10806.5,0
2026,0,0,11393.7,0
2027,0,0,11980.8,0
2028,0,0,12568,0
2029,0,0,13155.1,0
2030,0,0,13742.2,0
2031,0,0,14329.4,0
2032,0,0,14916.5,0
2033,0,0,15503.7,0
2034,0,0,16090.8,0
2035,0,0,16678,0
2036,0,0,17265.1,0
2037,0,0,17852.2,0
2038,0,0,18439.4,0
2039,0,0,19026.5,0
2040,0,0,19613.7,0
2041,0,0,20200.9,0
2042,0,0,20787.9,0
2043,0,0,21375.1,0
2044,0,0,21962.2,0
2045,0,0,22549.4,0
2046,0,0,23136.6,0
2047,0,0,23723.7,0
2048,0,0,24310.9,0
2049,0,0,24897.9,0
2050,0,0,25485.1,0
2051,0,0,26072.3,0
2052,0,0,26659.4,0
2053,0,0,27246.6,0
2054,0,0,27833.7,0
2055,0,0,28420.8,0
2056,0,0,29008,0
2057,0,0,29595.1,0
2058,0,0,30182.3,0
2059,0,0,30769.4,0
2060,0,0,31356.6,0
2061,0,0,31943.7,0
2062,0,0,32530.8,0
2063,0,0,33118,0
2064,0,0,33705.1,0
2065,0,0,34292.3,0
2066,0,0,34879.5,0
2067,0,0,35466.5,0
2068,0,0,36053.7,0
2069,0,0,36640.8,0
2070,0,0,37228,0

Annual Use (Energy Units)
,R1
TRANSMISSION,WATER,FOSSIL_FUEL,ELC_01,ELC_02
2020,0,0,18120,0
2021,0,0,18502.2,0
2022,0,0,18884.3,0
2023,0,0,19266.5,0
2024,0,0,19648.6,0
2025,0,0,20030.8,0
2026,0,0,20413,0
2027,0,0,20795.1,0
2028,0,0,21177.3,0
2029,0,0,21559.4,0
2030,0,0,21941.6,0
2031,0,0,22323.8,0
2032,0,0,22705.9,0
2033,0,0,23088.1,0
2034,0,0,23470.2,0
2035,0,0,23852.4,0
2036,0,0,24234.6,0
2037,0,0,24616.7,0
2038,0,0,24998.9,0
2039,0,0,25381,0
2040,0,0,25763.2,0
2041,0,0,26145.4,0
2042,0,0,26527.5,0
2043,0,0,26909.7,0
2044,0,0,27291.8,0
2045,0,0,27674,0
2046,0,0,28056.2,0
2047,0,0,28438.3,0
2048,0,0,28820.5,0
2049,0,0,29202.6,0
2050,0,0,29584.8,0
2051,0,0,29967,0
2052,0,0,30349.1,0
2053,0,0,30731.3,0
2054,0,0,31113.4,0
2055,0,0,31495.6,0
2056,0,0,31877.8,0
2057,0,0,32259.9,0
2058,0,0,32642.1,0
2059,0,0,33024.2,0
2060,0,0,33406.4,0
2061,0,0,33788.6,0
2062,0,0,34170.7,0
2063,0,0,34552.9,0
2064,0,0,34935,0
2065,0,0,35317.2,0
2066,0,0,35699.4,0
2067,0,0,36081.5,0
2068,0,0,36463.7,0
2069,0,0,36845.8,0
2070,0,0,37228,0

MINE_WATER,WATER,FOSSIL_FUEL,ELC_01,ELC_02
2020,0,0,0,0
2021,0,0,0,0
2022,0,0,0,0
2023,0,0,0,0
2024,0,0,0,0
2025,0,0,0,0
2026,0,0,0,0
2027,0,0,0,0
2028,0,0,0,0
2029,0,0,0,0
2030,0,0,0,0
2031,0,0,0,0
2032,0,0,0,0
2033,0,0,0,0
2034,0,0,0,0
2035,0,0,0,0
2036,0,0,0,0
2037,0,0,0,0
2038,0,0,0,0
2039,0,0,0,0
2040,0,0,0,0
2041,0,0,0,0
2042,0,0,0,0
2043,0,0,0,0
2044,0,0,0,0
2045,0,0,0,0
2046,0,0,0,0
2047,0,0,0,0
2048,0,0,0,0
2049,0,0,0,0
2050,0,0,0,0
2051,0,0,0,0
2052,0,0,0,0
2053,0,0,0,0
2054,0,0,0,0
2055,0,0,0,0
2056,0,0,0,0
2057,0,0,0,0
2058,0,0,0,0
2059,0,0,0,0
2060,0,0,0,0
2061,0,0,0,0
2062,0,0,0,0
2063,0,0,0,0
2064,0,0,0,0
2065,0,0,0,0
2066,0,0,0,0
2067,0,0,0,0
2068,0,0,0,0
2069,0,0,0,0
2070,0,0,0,0

HYDRO,WATER,FOSSIL_FUEL,ELC_01,ELC_02
2020,11274.1,0,0,0
2021,11048.6,0,0,0
2022,10823.2,0,0,0
2023,10597.7,0,0,0
2024,10372.2,0,0,0
2025,10146.7,0,0,0
2026,9921.23,0,0,0
2027,9695.74,0,0,0
2028,9470.26,0,0,0
2029,9244.78,0,0,0
2030,9019.3,0,0,0
2031,8793.81,0,0,0
2032,8568.33,0,0,0
2033,8342.85,0,0,0
2034,8117.37,0,0,0
2035,7891.88,0,0,0
2036,7666.4,0,0,0
2037,7440.92,0,0,0
2038,7215.44,0,0,0
2039,6989.95,0,0,0
2040,6764.47,0,0,0
2041,6538.99,0,0,0
2042,6313.51,0,0,0
2043,6088.02,0,0,0
2044,5862.54,0,0,0
2045,5637.06,0,0,0
2046,5411.58,0,0,0
2047,5186.1,0,0,0
2048,4960.61,0,0,0
2049,4735.13,0,0,0
2050,4509.65,0,0,0
2051,4284.17,0,0,0
2052,4058.68,0,0,0
2053,3833.2,0,0,0
2054,3607.72,0,0,0
2055,3382.24,0,0,0
2056,3156.75,0,0,0
2057,2931.27,0,0,0
2058,2705.79,0,0,0
2059,2480.31,0,0,0
2060,2254.82,0,0,0
2061,2029.34,0,0,0
2062,1803.86,0,0,0
2063,1578.38,0,0,0
2064,1352.89,0,0,0
2065,1127.41,0,0,0
2066,901.93,0,0,0
2067,676.447,0,0,0
2068,450.965,0,0,0
2069,225.482,0,0,0
2070,0,0,0,0

MINE_FOSSIL,WATER,FOSSIL_FUEL,ELC_01,ELC_02
2020,0,0,0,0
2021,0,0,0,0
2022,0,0,0,0
2023,0,0,0,0
2024,0,0,0,0
2025,0,0,0,0
2026,0,0,0,0
2027,0,0,0,0
2028,0,0,0,0
2029,0,0,0,0
2030,0,0,0,0
2031,0,0,0,0
2032,0,0,0,0
2033,0,0,0,0
2034,0,0,0,0
2035,0,0,0,0
2036,0,0,0,0
2037,0,0,0,0
2038,0,0,0,0
2039,0,0,0,0
2040,0,0,0,0
2041,0,0,0,0
2042,0,0,0,0
2043,0,0,0,0
2044,0,0,0,0
2045,0,0,0,0
2046,0,0,0,0
2047,0,0,0,0
2048,0,0,0,0
2049,0,0,0,0
2050,0,0,0,0
2051,0,0,0,0
2052,0,0,0,0
2053,0,0,0,0
2054,0,0,0,0
2055,0,0,0,0
2056,0,0,0,0
2057,0,0,0,0
2058,0,0,0,0
2059,0,0,0,0
2060,0,0,0,0
2061,0,0,0,0
2062,0,0,0,0
2063,0,0,0,0
2064,0,0,0,0
2065,0,0,0,0
2066,0,0,0,0
2067,0,0,0,0
2068,0,0,0,0
2069,0,0,0,0
2070,0,0,0,0

FOSSIL,WATER,FOSSIL_FUEL,ELC_01,ELC_02
2020,0,19677,0,0
2021,0,21145,0,0
2022,0,22612.7,0,0
2023,0,24080.6,0,0
2024,0,25548.3,0,0
2025,0,27016.3,0,0
2026,0,28484.3,0,0
2027,0,29952,0,0
2028,0,31419.9,0,0
2029,0,32887.6,0,0
2030,0,34355.6,0,0
2031,0,35823.6,0,0
2032,0,37291.3,0,0
2033,0,38759.2,0,0
2034,0,40226.9,0,0
2035,0,41694.9,0,0
2036,0,43162.9,0,0
2037,0,44630.6,0,0
2038,0,46098.5,0,0
2039,0,47566.2,0,0
2040,0,49034.2,0,0
2041,0,50502.2,0,0
2042,0,51969.9,0,0
2043,0,53437.8,0,0
2044,0,54905.5,0,0
2045,0,56373.5,0,0
2046,0,57841.5,0,0
2047,0,59309.2,0,0
2048,0,60777.1,0,0
2049,0,62244.8,0,0
2050,0,63712.8,0,0
2051,0,65180.8,0,0
2052,0,66648.5,0,0
2053,0,68116.4,0,0
2054,0,69584.1,0,0
2055,0,71052.1,0,0
2056,0,72520.1,0,0
2057,0,73987.8,0,0
2058,0,75455.7,0,0
2059,0,76923.4,0,0
2060,0,78391.4,0,0
2061,0,79859.4,0,0
2062,0,81327.1,0,0
2063,0,82795,0,0
2064,0,84262.7,0,0
2065,0,85730.7,0,0
2066,0,87198.7,0,0
2067,0,88666.4,0,0
2068,0,90134.3,0,0
2069,0,91602,0,0
2070,0,93070,0,0


ProductionByTechnology (Energy Units)

,R1
TRANSMISSION,WATER,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2,FOSSIL_FUEL,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2,ELC_01,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2,ELC_02,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2
2020,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2162.62,2094.67,2184.91,2135.08,2548.94,2437.86,2313.92,2241.99
2021,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2208.24,2138.85,2231,2180.11,2602.7,2489.29,2362.73,2289.28
2022,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2253.84,2183.03,2277.07,2225.14,2656.45,2540.69,2411.53,2336.55
2023,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2299.46,2227.21,2323.15,2270.17,2710.22,2592.11,2460.33,2383.84
2024,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2345.06,2271.38,2369.23,2315.19,2763.97,2643.52,2509.13,2431.12
2025,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2390.68,2315.56,2415.31,2360.23,2817.73,2694.94,2557.93,2478.41
2026,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2436.29,2359.74,2461.4,2405.26,2871.5,2746.37,2606.74,2525.7
2027,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2481.9,2403.91,2507.47,2450.29,2925.25,2797.77,2655.53,2572.98
2028,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2527.51,2448.1,2553.56,2495.32,2979.01,2849.19,2704.34,2620.27
2029,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2573.11,2492.27,2599.63,2540.34,3032.76,2900.6,2753.14,2667.54
2030,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2618.73,2536.45,2645.72,2585.38,3086.52,2952.02,2801.94,2714.83
2031,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2664.35,2580.63,2691.8,2630.41,3140.29,3003.44,2850.75,2762.12
2032,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2709.95,2624.8,2737.88,2675.44,3194.04,3054.85,2899.54,2809.4
2033,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2755.56,2668.98,2783.96,2720.47,3247.8,3106.27,2948.35,2856.69
2034,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2801.17,2713.16,2830.04,2765.49,3301.55,3157.68,2997.14,2903.97
2035,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2846.78,2757.34,2876.12,2810.53,3355.32,3209.1,3045.95,2951.26
2036,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2892.4,2801.52,2922.21,2855.56,3409.08,3260.52,3094.76,2998.55
2037,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2938,2845.69,2968.28,2900.59,3462.83,3311.93,3143.55,3045.82
2038,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2983.62,2889.87,3014.37,2945.62,3516.6,3363.35,3192.36,3093.11
2039,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3029.22,2934.04,3060.44,2990.64,3570.35,3414.76,3241.15,3140.39
2040,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3074.84,2978.23,3106.53,3035.68,3624.11,3466.18,3289.96,3187.68
2041,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3120.45,3022.41,3152.61,3080.71,3677.87,3517.6,3338.77,3234.97
2042,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3166.06,3066.58,3198.69,3125.74,3731.62,3569.01,3387.56,3282.25
2043,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3211.67,3110.76,3244.77,3170.77,3785.39,3620.43,3436.37,3329.54
2044,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3257.28,3154.93,3290.85,3215.79,3839.14,3671.84,3485.16,3376.81
2045,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3302.89,3199.11,3336.93,3260.83,3892.9,3723.26,3533.97,3424.1
2046,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3348.51,3243.3,3383.02,3305.86,3946.67,3774.68,3582.78,3471.39
2047,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3394.11,3287.47,3429.09,3350.88,4000.42,3826.09,3631.57,3518.67
2048,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3439.73,3331.65,3475.18,3395.92,4054.18,3877.51,3680.38,3565.96
2049,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3485.33,3375.82,3521.25,3440.94,4107.93,3928.92,3729.17,3613.24
